"Time","request","limits","usage"
2021-04-30 12:26:00,1166016512,2128609280,105607168
2021-04-30 12:26:05,1166016512,2128609280,105607168
2021-04-30 12:26:10,1166016512,2128609280,105607168
2021-04-30 12:26:15,1166016512,2128609280,105607168
2021-04-30 12:26:20,1166016512,2128609280,301768704
2021-04-30 12:26:25,1166016512,2128609280,301768704
2021-04-30 12:26:30,1166016512,2128609280,301768704
2021-04-30 12:26:35,1166016512,2128609280,301768704
2021-04-30 12:26:40,1166016512,2128609280,301768704
2021-04-30 12:26:45,1166016512,2128609280,301768704
2021-04-30 12:26:50,1166016512,2128609280,315760640
2021-04-30 12:26:55,1166016512,2128609280,315760640
2021-04-30 12:27:00,1166016512,2128609280,315760640
2021-04-30 12:27:05,1166016512,2128609280,315760640
2021-04-30 12:27:10,1166016512,2128609280,378785792
2021-04-30 12:27:15,1166016512,2128609280,378785792
2021-04-30 12:27:20,2883584000,5502958624,68124672
2021-04-30 12:27:25,2883584000,5502958624,68124672
2021-04-30 12:27:30,2883584000,5502958624,68124672
2021-04-30 12:27:35,2883584000,5502958624,68124672
2021-04-30 12:27:40,2883584000,5502958624,200310784
2021-04-30 12:27:45,2883584000,5502958624,200310784
2021-04-30 12:27:50,2883584000,5502958624,232882176
2021-04-30 12:27:55,2883584000,5502958624,232882176
2021-04-30 12:28:00,2883584000,5502958624,232882176
2021-04-30 12:28:05,2883584000,5502958624,232882176
2021-04-30 12:28:10,2883584000,5502958624,245514240
2021-04-30 12:28:15,2883584000,5502958624,245514240
2021-04-30 12:28:20,2883584000,5502958624,245514240
2021-04-30 12:28:25,2883584000,5502958624,245514240
2021-04-30 12:28:30,2883584000,5502958624,245514240
2021-04-30 12:28:35,2883584000,5502958624,245514240
2021-04-30 12:28:40,2883584000,5502958624,205783040
2021-04-30 12:28:45,2883584000,5502958624,205783040
2021-04-30 12:28:50,2883584000,5502958624,205783040
2021-04-30 12:28:55,2883584000,5502958624,205783040
2021-04-30 12:29:00,2883584000,5502958624,205783040
2021-04-30 12:29:05,2883584000,5502958624,205783040
2021-04-30 12:29:10,2883584000,5502958624,250925056
2021-04-30 12:29:15,2883584000,5502958624,250925056
2021-04-30 12:29:20,2883584000,5502958624,250925056
2021-04-30 12:29:25,2883584000,5502958624,250925056
2021-04-30 12:29:30,2883584000,5502958624,250925056
2021-04-30 12:29:35,2883584000,5502958624,250925056
2021-04-30 12:29:40,2883584000,5502958624,221216768
2021-04-30 12:29:45,2883584000,5502958624,221216768
2021-04-30 12:29:50,2883584000,5502958624,221216768
2021-04-30 12:29:55,2883584000,5502958624,221216768
2021-04-30 12:30:00,2883584000,5502958624,221216768
2021-04-30 12:30:05,2883584000,5502958624,221216768
2021-04-30 12:30:10,2883584000,5502958624,234360832
2021-04-30 12:30:15,2883584000,5502958624,234360832
2021-04-30 12:30:20,2883584000,5502958624,234360832
2021-04-30 12:30:25,2883584000,5502958624,234360832
2021-04-30 12:30:30,2883584000,5502958624,234360832
2021-04-30 12:30:35,2883584000,5502958624,234360832
2021-04-30 12:30:40,2883584000,5502958624,216182784
2021-04-30 12:30:45,2883584000,5502958624,216182784
2021-04-30 12:30:50,2883584000,5502958624,216182784
2021-04-30 12:30:55,2883584000,5502958624,216182784
2021-04-30 12:31:00,2883584000,5502958624,216182784
2021-04-30 12:31:05,2883584000,5502958624,216182784
2021-04-30 12:31:10,2883584000,5502958624,248950784
2021-04-30 12:31:15,2883584000,5502958624,248950784
2021-04-30 12:31:20,2883584000,5502958624,248950784
2021-04-30 12:31:25,2883584000,5502958624,248950784
2021-04-30 12:31:30,2883584000,5502958624,248950784
2021-04-30 12:31:35,2883584000,5502958624,248950784
2021-04-30 12:31:40,2883584000,5502958624,211030016
2021-04-30 12:31:45,2883584000,5502958624,211030016
2021-04-30 12:31:50,2883584000,5502958624,211030016
2021-04-30 12:31:55,2883584000,5502958624,211030016
2021-04-30 12:32:00,2883584000,5502958624,211030016
2021-04-30 12:32:05,2883584000,5502958624,211030016
2021-04-30 12:32:10,2883584000,5502958624,166105088
2021-04-30 12:32:15,2883584000,5502958624,166105088
2021-04-30 12:32:20,2883584000,5502958624,271753216
2021-04-30 12:32:25,2883584000,5502958624,271753216
2021-04-30 12:32:30,2883584000,5502958624,271753216
2021-04-30 12:32:35,2883584000,5502958624,271753216
2021-04-30 12:32:40,2883584000,5502958624,273809408
2021-04-30 12:32:45,2883584000,5502958624,273809408
2021-04-30 12:32:50,2883584000,5502958624,324280320
2021-04-30 12:32:55,2883584000,5502958624,324280320
2021-04-30 12:33:00,2883584000,5502958624,324280320
2021-04-30 12:33:05,2883584000,5502958624,324280320
2021-04-30 12:33:10,2883584000,5502958624,329003008
2021-04-30 12:33:15,2883584000,5502958624,329003008
2021-04-30 12:33:20,2883584000,5502958624,349929472
2021-04-30 12:33:25,2883584000,5502958624,349929472
2021-04-30 12:33:30,2883584000,5502958624,349929472
2021-04-30 12:33:35,2883584000,5502958624,349929472
2021-04-30 12:33:40,2883584000,5502958624,357904384
2021-04-30 12:33:45,2883584000,5502958624,357904384
2021-04-30 12:33:50,2883584000,5502958624,362102784
2021-04-30 12:33:55,2883584000,5502958624,362102784
2021-04-30 12:34:00,2883584000,5502958624,362102784
2021-04-30 12:34:05,2883584000,5502958624,362102784
2021-04-30 12:34:10,2883584000,5502958624,364011520
2021-04-30 12:34:15,2883584000,5502958624,364011520
2021-04-30 12:34:20,2883584000,5502958624,368119808
2021-04-30 12:34:25,2883584000,5502958624,368119808
2021-04-30 12:34:30,2883584000,5502958624,368119808
2021-04-30 12:34:35,2883584000,5502958624,368119808
2021-04-30 12:34:40,2883584000,5502958624,367874048
2021-04-30 12:34:45,2883584000,5502958624,367874048
2021-04-30 12:34:50,2883584000,5502958624,379879424
2021-04-30 12:34:55,2883584000,5502958624,379879424
2021-04-30 12:35:00,2883584000,5502958624,379879424
2021-04-30 12:35:05,2883584000,5502958624,379879424
2021-04-30 12:35:10,2883584000,5502958624,380235776
2021-04-30 12:35:15,2883584000,5502958624,380235776
2021-04-30 12:35:20,2883584000,5502958624,385449984
2021-04-30 12:35:25,2883584000,5502958624,385449984
2021-04-30 12:35:30,2883584000,5502958624,385449984
2021-04-30 12:35:35,2883584000,5502958624,385449984
2021-04-30 12:35:40,2883584000,5502958624,386895872
2021-04-30 12:35:45,2883584000,5502958624,386895872
2021-04-30 12:35:50,2883584000,5502958624,389337088
2021-04-30 12:35:55,2883584000,5502958624,389337088
2021-04-30 12:36:00,2883584000,5502958624,389337088
2021-04-30 12:36:05,2883584000,5502958624,389337088
2021-04-30 12:36:10,2883584000,5502958624,388268032
2021-04-30 12:36:15,2883584000,5502958624,388268032
2021-04-30 12:36:20,2883584000,5502958624,389423104
2021-04-30 12:36:25,2883584000,5502958624,389423104
2021-04-30 12:36:30,2883584000,5502958624,389423104
2021-04-30 12:36:35,2883584000,5502958624,389423104
2021-04-30 12:36:40,2883584000,5502958624,388972544
2021-04-30 12:36:45,2883584000,5502958624,388972544
2021-04-30 12:36:50,2883584000,5502958624,391749632
2021-04-30 12:36:55,2883584000,5502958624,391749632
2021-04-30 12:37:00,2883584000,5502958624,391749632
2021-04-30 12:37:05,2883584000,5502958624,391749632
2021-04-30 12:37:10,2883584000,5502958624,398114816
2021-04-30 12:37:15,2883584000,5502958624,398114816
2021-04-30 12:37:20,2883584000,5502958624,400117760
2021-04-30 12:37:25,2883584000,5502958624,400117760
2021-04-30 12:37:30,2883584000,5502958624,400117760
2021-04-30 12:37:35,2883584000,5502958624,400117760
2021-04-30 12:37:40,2883584000,5502958624,395218944
2021-04-30 12:37:45,2883584000,5502958624,395218944
2021-04-30 12:37:50,2883584000,5502958624,400093184
2021-04-30 12:37:55,2883584000,5502958624,400093184
2021-04-30 12:38:00,2883584000,5502958624,400093184
2021-04-30 12:38:05,2883584000,5502958624,400093184
2021-04-30 12:38:10,2883584000,5502958624,399577088
2021-04-30 12:38:15,2883584000,5502958624,399577088
2021-04-30 12:38:20,2883584000,5502958624,401924096
2021-04-30 12:38:25,2883584000,5502958624,401924096
2021-04-30 12:38:30,2883584000,5502958624,401924096
2021-04-30 12:38:35,2883584000,5502958624,401924096
2021-04-30 12:38:40,2883584000,5502958624,406335488
2021-04-30 12:38:45,2883584000,5502958624,406335488
2021-04-30 12:38:50,2883584000,5502958624,407261184
2021-04-30 12:38:55,2883584000,5502958624,407261184
2021-04-30 12:39:00,2883584000,5502958624,407261184
2021-04-30 12:39:05,2883584000,5502958624,407261184
2021-04-30 12:39:10,2883584000,5502958624,406257664
2021-04-30 12:39:15,2883584000,5502958624,406257664
2021-04-30 12:39:20,2883584000,5502958624,408850432
2021-04-30 12:39:25,2883584000,5502958624,408850432
2021-04-30 12:39:30,2883584000,5502958624,408850432
2021-04-30 12:39:35,2883584000,5502958624,408850432
2021-04-30 12:39:40,2883584000,5502958624,407597056
2021-04-30 12:39:45,2883584000,5502958624,407597056
2021-04-30 12:39:50,2883584000,5502958624,408850432
2021-04-30 12:39:55,2883584000,5502958624,408850432
2021-04-30 12:40:00,2883584000,5502958624,408850432
2021-04-30 12:40:05,2883584000,5502958624,408850432
2021-04-30 12:40:10,2883584000,5502958624,407687168
2021-04-30 12:40:15,2883584000,5502958624,407687168
2021-04-30 12:40:20,2883584000,5502958624,374390784
2021-04-30 12:40:25,2883584000,5502958624,374390784
2021-04-30 12:40:30,2883584000,5502958624,374390784
2021-04-30 12:40:35,2883584000,5502958624,374390784
2021-04-30 12:40:40,2883584000,5502958624,367595520
2021-04-30 12:40:45,2883584000,5502958624,367595520
2021-04-30 12:40:50,2883584000,5502958624,408657920
2021-04-30 12:40:55,2883584000,5502958624,408657920
2021-04-30 12:41:00,2883584000,5502958624,408657920
2021-04-30 12:41:05,2883584000,5502958624,408657920
2021-04-30 12:41:10,2883584000,5502958624,418459648
2021-04-30 12:41:15,2883584000,5502958624,418459648
2021-04-30 12:41:20,2883584000,5502958624,425684992
2021-04-30 12:41:25,2883584000,5502958624,425684992
2021-04-30 12:41:30,2883584000,5502958624,425684992
2021-04-30 12:41:35,2883584000,5502958624,425684992
2021-04-30 12:41:40,2883584000,5502958624,430747648
2021-04-30 12:41:45,2883584000,5502958624,430747648
2021-04-30 12:41:50,2883584000,5502958624,439033856
2021-04-30 12:41:55,2883584000,5502958624,439033856
2021-04-30 12:42:00,2883584000,5502958624,439033856
2021-04-30 12:42:05,2883584000,5502958624,439033856
2021-04-30 12:42:10,2883584000,5502958624,441036800
2021-04-30 12:42:15,2883584000,5502958624,441036800
2021-04-30 12:42:20,2883584000,5502958624,444489728
2021-04-30 12:42:25,2883584000,5502958624,444489728
2021-04-30 12:42:30,2883584000,5502958624,444489728
2021-04-30 12:42:35,2883584000,5502958624,444489728
2021-04-30 12:42:40,2883584000,5502958624,444428288
2021-04-30 12:42:45,2883584000,5502958624,444428288
2021-04-30 12:42:50,2883584000,5502958624,451149824
2021-04-30 12:42:55,2883584000,5502958624,451149824
2021-04-30 12:43:00,2883584000,5502958624,451149824
2021-04-30 12:43:05,2883584000,5502958624,451149824
2021-04-30 12:43:10,2883584000,5502958624,452153344
2021-04-30 12:43:15,2883584000,5502958624,452153344
2021-04-30 12:43:20,2883584000,5502958624,455393280
2021-04-30 12:43:25,2883584000,5502958624,455393280
2021-04-30 12:43:30,2883584000,5502958624,455393280
2021-04-30 12:43:35,2883584000,5502958624,455393280
2021-04-30 12:43:40,2883584000,5502958624,455270400
2021-04-30 12:43:45,2883584000,5502958624,455270400
2021-04-30 12:43:50,2883584000,5502958624,456134656
2021-04-30 12:43:55,2883584000,5502958624,456134656
2021-04-30 12:44:00,2883584000,5502958624,456134656
2021-04-30 12:44:05,2883584000,5502958624,456134656
2021-04-30 12:44:10,2883584000,5502958624,456826880
2021-04-30 12:44:15,2883584000,5502958624,456826880
2021-04-30 12:44:20,2883584000,5502958624,459051008
2021-04-30 12:44:25,2883584000,5502958624,459051008
2021-04-30 12:44:30,2883584000,5502958624,459051008
2021-04-30 12:44:35,2883584000,5502958624,459051008
2021-04-30 12:44:40,2883584000,5502958624,460226560
2021-04-30 12:44:45,2883584000,5502958624,460226560
2021-04-30 12:44:50,2883584000,5502958624,460496896
2021-04-30 12:44:55,2883584000,5502958624,460496896
2021-04-30 12:45:00,2883584000,5502958624,460496896
2021-04-30 12:45:05,2883584000,5502958624,460496896
2021-04-30 12:45:10,2883584000,5502958624,460222464
2021-04-30 12:45:15,2883584000,5502958624,460222464
2021-04-30 12:45:20,2883584000,5502958624,461418496
2021-04-30 12:45:25,2883584000,5502958624,461418496
